序号,代码,名称,最新价,今日涨跌幅,今日主力净流入-净额,今日主力净流入-净占比,今日超大单净流入-净额,今日超大单净流入-净占比,今日大单净流入-净额,今日大单净流入-净占比,今日中单净流入-净额,今日中单净流入-净占比,今日小单净流入-净额,今日小单净流入-净占比
2104,603968,醋化股份,10.74,-0.37,-1524010.0,-7.23,-74078.0,-0.35,-1449932.0,-6.87,741347.0,3.51,782663.0,3.71
2105,301285,鸿日达,30.5,-1.33,-1532152.0,-1.93,-3180624.0,-4.01,1648472.0,2.08,3183387.0,4.02,-1651235.0,-2.08
2106,300985,致远新能,16.61,-1.54,-1533193.0,-5.62,0.0,0.0,-1533193.0,-5.62,252243.0,0.92,1280951.0,4.69
2107,603699,纽威股份,27.81,1.5,-1537258.0,-1.9,463284.0,0.57,-2000542.0,-2.47,1992741.0,2.46,-455483.0,-0.56
2108,300530,领湃科技,28.93,7.15,-1541589.0,-0.41,5280068.0,1.39,-6821657.0,-1.8,4960223.0,1.31,-3418634.0,-0.9
2109,000078,海王生物,2.32,-0.43,-1542295.0,-6.06,0.0,0.0,-1542295.0,-6.06,-1336203.0,-5.25,2878499.0,11.31
2110,300795,米奥会展,19.82,-2.08,-1544464.0,-3.37,-1652919.0,-3.6,108455.0,0.24,1728268.0,3.77,-183803.0,-0.4
2111,600798,宁波海运,2.97,-1.98,-1546200.0,-2.32,3252414.0,4.88,-4798614.0,-7.2,-4443510.0,-6.67,5989711.0,8.99
2112,300172,中电环保,5.03,-0.2,-1547476.0,-1.89,1689755.0,2.07,-3237231.0,-3.96,266140.0,0.33,1281337.0,1.57
2113,603159,上海亚虹,14.6,-1.55,-1547544.0,-5.93,170269.0,0.65,-1717813.0,-6.58,-1838767.0,-7.04,3386312.0,12.97
2114,301418,协昌科技,32.51,-1.93,-1553186.0,-6.84,0.0,0.0,-1553186.0,-6.84,-551.0,0.0,1553737.0,6.84
2115,688509,正元地信,3.95,-1.25,-1556508.0,-3.56,-617705.0,-1.41,-938803.0,-2.15,45626.0,0.1,1510883.0,3.45
2116,000049,德赛电池,21.53,-0.14,-1556679.0,-1.97,-98716.0,-0.13,-1457963.0,-1.85,-3074677.0,-3.9,4631356.0,5.87
2117,001210,金房能源,15.79,-0.06,-1558531.0,-3.15,0.0,0.0,-1558531.0,-3.15,-5005622.0,-10.12,6564152.0,13.27
2118,300168,万达信息,7.33,-2.91,-1565102.0,-1.35,730784.0,0.63,-2295886.0,-1.99,-3211548.0,-2.78,4776650.0,4.13
2119,300990,同飞股份,49.23,-0.32,-1567664.0,-0.7,-4897298.0,-2.19,3329634.0,1.49,2215555.0,0.99,-647891.0,-0.29
2120,688683,莱尔科技,24.74,0.04,-1571649.0,-7.54,0.0,0.0,-1571649.0,-7.54,-399908.0,-1.92,1971556.0,9.46
2121,000682,东方电子,9.74,-1.32,-1572952.0,-1.77,-1352574.0,-1.53,-220378.0,-0.25,6543046.0,7.38,-4970094.0,-5.61
2122,301296,新巨丰,8.71,-1.25,-1574437.0,-7.65,0.0,0.0,-1574437.0,-7.65,20594.0,0.1,1553843.0,7.55
2123,603906,龙蟠科技,10.18,-0.97,-1579949.0,-2.39,-3504855.0,-5.3,1924906.0,2.91,-1138914.0,-1.72,2718863.0,4.11
2124,301380,挖金客,47.73,-1.43,-1580442.0,-2.43,0.0,0.0,-1580442.0,-2.43,-5505903.0,-8.47,7086345.0,10.9
2125,300821,东岳硅材,7.52,-0.92,-1580658.0,-5.15,0.0,0.0,-1580658.0,-5.15,-2336925.0,-7.62,3917583.0,12.78
2126,688157,松井股份,40.84,-3.36,-1584737.0,-4.55,-3398805.0,-9.77,1814068.0,5.21,2830685.0,8.14,-1245948.0,-3.58
2127,600981,汇鸿集团,2.62,-0.76,-1584779.0,-2.85,-2550019.0,-4.58,965240.0,1.73,-2082287.0,-3.74,3667066.0,6.59
2128,301228,实朴检测,24.62,-3.3,-1590071.0,-1.14,4614368.0,3.31,-6204439.0,-4.45,1010259.0,0.73,579812.0,0.42
2129,603132,XD金徽股,11.31,0.35,-1591886.0,-7.48,17128.0,0.08,-1609014.0,-7.56,1020598.0,4.8,571288.0,2.69
2130,600684,珠江股份,3.55,-0.28,-1597246.0,-3.8,2320349.0,5.51,-3917595.0,-9.31,2455700.0,5.83,-858455.0,-2.04
2131,601126,四方股份,16.95,-0.47,-1601272.0,-1.08,2285224.0,1.54,-3886496.0,-2.61,-3363771.0,-2.26,4965043.0,3.34
2132,301083,百胜智能,14.8,-1.46,-1602535.0,-4.26,0.0,0.0,-1602535.0,-4.26,1356590.0,3.61,245945.0,0.65
2133,002760,凤形股份,19.96,-0.94,-1603013.0,-1.33,-879791.0,-0.73,-723222.0,-0.6,2012831.0,1.66,-409818.0,-0.34
2134,002569,*ST步森,8.2,4.99,-1604798.0,-1.9,11532818.0,13.63,-13137616.0,-15.52,-1249871.0,-1.48,2854668.0,3.37
2135,600478,科力远,4.88,-1.41,-1610486.0,-1.68,90394.0,0.09,-1700880.0,-1.78,-2275318.0,-2.38,3885804.0,4.06
2136,301283,聚胶股份,29.89,0.88,-1615336.0,-2.73,-1185434.0,-2.0,-429902.0,-0.73,-3420103.0,-5.77,5035438.0,8.5
2137,300080,易成新能,3.76,-2.34,-1615890.0,-2.96,-2169635.0,-3.97,553745.0,1.01,2357180.0,4.32,-741290.0,-1.36
2138,600420,国药现代,10.31,0.1,-1622315.0,-1.66,-706117.0,-0.72,-916198.0,-0.94,7387019.0,7.58,-5764705.0,-5.91
2139,688517,金冠电气,14.09,-1.12,-1624480.0,-9.68,-270677.0,-1.61,-1353803.0,-8.07,519671.0,3.1,1104808.0,6.58
2140,600403,大有能源,3.46,-1.98,-1625193.0,-3.01,-775799.0,-1.44,-849394.0,-1.57,-1664318.0,-3.08,3289511.0,6.09
2141,688558,国盛智科,24.71,-1.63,-1625582.0,-5.83,-188346.0,-0.68,-1437236.0,-5.16,-1077768.0,-3.87,2703350.0,9.7
2142,000544,中原环保,8.23,0.0,-1625812.0,-4.11,711022.0,1.8,-2336834.0,-5.91,-2686718.0,-6.79,4312530.0,10.91
2143,600613,神奇制药,6.25,-0.16,-1627196.0,-5.79,805137.0,2.86,-2432333.0,-8.65,2043539.0,7.27,-416343.0,-1.48
2144,300776,帝尔激光,58.31,-0.75,-1631093.0,-1.24,250348.0,0.19,-1881441.0,-1.43,-1811255.0,-1.38,3442347.0,2.62
2145,603139,康惠制药,19.46,-1.57,-1633795.0,-4.66,-151771.0,-0.43,-1482024.0,-4.23,-466609.0,-1.33,2100404.0,5.99
2146,300662,科锐国际,31.4,-1.26,-1636042.0,-2.24,2745738.0,3.75,-4381780.0,-5.99,-3804703.0,-5.2,5440745.0,7.44
2147,002466,天齐锂业,29.15,-0.85,-1640513.0,-0.5,1327803.0,0.41,-2968316.0,-0.91,-1566969.0,-0.48,3207483.0,0.98
2148,603095,越剑智能,23.55,-0.46,-1645473.0,-4.68,-429894.0,-1.22,-1215579.0,-3.46,-1245329.0,-3.54,2890802.0,8.22
2149,003008,开普检测,21.11,-0.19,-1651352.0,-8.0,0.0,0.0,-1651352.0,-8.0,-506752.0,-2.46,2158104.0,10.46
2150,603107,上海汽配,15.87,-0.87,-1652200.0,-5.93,-155229.0,-0.56,-1496971.0,-5.37,-1648748.0,-5.92,3300948.0,11.84
2151,301222,浙江恒威,26.82,-1.0,-1652219.0,-9.42,0.0,0.0,-1652219.0,-9.42,3314598.0,18.89,-1662379.0,-9.47
2152,002060,广东建工,3.52,-0.28,-1653031.0,-3.04,3085926.0,5.67,-4738957.0,-8.7,-3124942.0,-5.74,4777973.0,8.77
2153,300241,瑞丰光电,5.35,-1.29,-1653335.0,-2.94,0.0,0.0,-1653335.0,-2.94,-4210593.0,-7.49,5863928.0,10.44
2154,300631,久吾高科,20.7,-1.05,-1653340.0,-6.27,0.0,0.0,-1653340.0,-6.27,-1944528.0,-7.37,3597869.0,13.63
2155,300521,爱司凯,22.56,-1.87,-1656812.0,-1.9,6535443.0,7.51,-8192255.0,-9.41,4995447.0,5.74,-3338635.0,-3.84
2156,688339,亿华通-U,21.17,-1.44,-1657759.0,-3.92,-2174691.0,-5.15,516932.0,1.22,-125442.0,-0.3,1783201.0,4.22
2157,301060,兰卫医学,9.24,-1.81,-1659443.0,-5.12,-1306811.0,-4.03,-352632.0,-1.09,1976688.0,6.1,-317245.0,-0.98
2158,688295,中复神鹰,20.69,-1.71,-1660961.0,-5.07,75306.0,0.23,-1736267.0,-5.3,-1208792.0,-3.69,2869752.0,8.76
2159,300374,中铁装配,15.65,-1.63,-1662580.0,-2.26,2498426.0,3.4,-4161006.0,-5.66,-179047.0,-0.24,1841627.0,2.5
2160,002772,众兴菌业,8.03,0.88,-1664795.0,-1.47,-3299881.0,-2.91,1635086.0,1.44,-846354.0,-0.75,2511150.0,2.22
2161,300715,凯伦股份,10.71,-1.74,-1666373.0,-4.75,33920.0,0.1,-1700293.0,-4.84,4872472.0,13.88,-3206099.0,-9.13
2162,603023,*ST威帝,3.68,0.27,-1671368.0,-3.51,1240693.0,2.61,-2912061.0,-6.11,2400480.0,5.04,-729111.0,-1.53
2163,002718,友邦吊顶,14.62,-0.2,-1678393.0,-5.35,0.0,0.0,-1678393.0,-5.35,-106033.0,-0.34,1784426.0,5.68
2164,603305,旭升集团,13.16,-2.3,-1680040.0,-0.93,94785.0,0.05,-1774825.0,-0.98,-2251607.0,-1.25,3931648.0,2.18
2165,300206,理邦仪器,11.77,-1.09,-1680075.0,-4.1,0.0,0.0,-1680075.0,-4.1,-1587591.0,-3.88,3267666.0,7.98
2166,300350,华鹏飞,6.0,-0.99,-1683949.0,-0.79,-2317994.0,-1.08,634045.0,0.3,2573090.0,1.2,-889141.0,-0.42
2167,600809,山西汾酒,203.32,-0.45,-1688093.0,-0.34,9979784.0,2.02,-11667877.0,-2.36,-7677645.0,-1.55,9365739.0,1.89
2168,603102,百合股份,40.71,-0.44,-1696254.0,-3.99,-40656.0,-0.1,-1655598.0,-3.89,658023.0,1.55,1038231.0,2.44
2169,600295,鄂尔多斯,9.02,0.22,-1698911.0,-3.31,-1477933.0,-2.88,-220978.0,-0.43,1100957.0,2.15,597954.0,1.17
2170,002053,云南能投,11.42,0.62,-1703838.0,-3.26,-2413886.0,-4.61,710048.0,1.36,-3110835.0,-5.94,4814673.0,9.2
2171,002915,中欣氟材,21.85,1.86,-1706374.0,-0.08,-46859894.0,-2.25,45153520.0,2.17,32545104.0,1.56,-30838720.0,-1.48
2172,300344,ST立方,4.93,4.23,-1709171.0,-0.39,11008577.0,2.51,-12717748.0,-2.9,6963989.0,1.59,-5254817.0,-1.2
2173,603777,来伊份,13.24,-2.0,-1711657.0,-1.64,846407.0,0.81,-2558064.0,-2.46,948666.0,0.91,762991.0,0.73
2174,002729,好利科技,12.9,-1.3,-1711812.0,-3.78,-763784.0,-1.69,-948028.0,-2.09,894440.0,1.97,817372.0,1.8
2175,600073,光明肉业,7.85,0.26,-1715776.0,-1.2,-10333725.0,-7.2,8617949.0,6.0,-23670519.0,-16.49,25386295.0,17.69
2176,301006,迈拓股份,14.58,-1.35,-1716892.0,-8.76,0.0,0.0,-1716892.0,-8.76,-940174.0,-4.8,2657067.0,13.55
2177,300707,威唐工业,13.53,-2.31,-1718443.0,-2.84,-37884.0,-0.06,-1680559.0,-2.78,3388175.0,5.6,-1669732.0,-2.76
2178,002728,特一药业,8.08,0.0,-1722504.0,-3.26,0.0,0.0,-1722504.0,-3.26,-4357161.0,-8.24,6079665.0,11.5
2179,300343,ST联创,4.34,0.93,-1722551.0,-1.36,-690129.0,-0.55,-1032422.0,-0.82,1982566.0,1.57,-260014.0,-0.21
2180,603937,丽岛新材,9.22,0.11,-1725129.0,-7.03,-438840.0,-1.79,-1286289.0,-5.24,-345802.0,-1.41,2070931.0,8.44
2181,001338,永顺泰,11.51,-1.03,-1726340.0,-1.76,-2604568.0,-2.65,878228.0,0.89,3627121.0,3.69,-1900781.0,-1.94
2182,000608,*ST阳光,1.65,0.61,-1726441.0,-3.23,-1123928.0,-2.1,-602513.0,-1.13,1727317.0,3.23,-876.0,0.0
2183,002154,报 喜 鸟,3.92,-0.51,-1726688.0,-2.09,-5921519.0,-7.16,4194831.0,5.07,5536162.0,6.69,-3809474.0,-4.6
2184,300865,大宏立,23.02,-2.17,-1728617.0,-7.23,-1150152.0,-4.81,-578465.0,-2.42,-488255.0,-2.04,2216872.0,9.28
2185,300519,新光药业,14.36,-0.28,-1729411.0,-5.38,-2555836.0,-7.96,826425.0,2.57,3944497.0,12.28,-2215086.0,-6.9
2186,300408,三环集团,33.91,-2.53,-1735624.0,-0.39,-19144937.0,-4.34,17409313.0,3.95,21154512.0,4.8,-19418887.0,-4.4
2187,603609,禾丰股份,8.51,-0.47,-1738689.0,-6.57,-1081317.0,-4.08,-657372.0,-2.48,20942.0,0.08,1717747.0,6.49
2188,603033,三维股份,11.2,-1.75,-1742343.0,-4.02,-3201917.0,-7.39,1459574.0,3.37,3805818.0,8.79,-2063474.0,-4.76
2189,688578,艾力斯,84.99,0.45,-1744793.0,-0.55,-7358691.0,-2.3,5613898.0,1.76,24890872.0,7.79,-23146079.0,-7.24
2190,301004,嘉益股份,69.5,-0.33,-1752200.0,-4.08,-1549590.0,-3.61,-202610.0,-0.47,-1517297.0,-3.53,3269498.0,7.62
2191,000783,长江证券,6.49,-0.92,-1759747.0,-0.75,5042325.0,2.16,-6802072.0,-2.91,-16380139.0,-7.02,18139886.0,7.77
2192,002333,罗普斯金,5.27,-0.38,-1770137.0,-9.25,0.0,0.0,-1770137.0,-9.25,386798.0,2.02,1383339.0,7.23
2193,600977,中国电影,10.15,-0.78,-1770377.0,-2.05,-1358401.0,-1.57,-411976.0,-0.48,2509116.0,2.9,-738740.0,-0.85
2194,300599,雄塑科技,7.5,-1.83,-1774021.0,-5.6,0.0,0.0,-1774021.0,-5.6,-934836.0,-2.95,2708857.0,8.56
2195,600377,宁沪高速,15.39,1.38,-1782661.0,-1.0,1010655.0,0.57,-2793316.0,-1.57,3828634.0,2.15,-2045973.0,-1.15
2196,000531,穗恒运Ａ,6.28,-0.32,-1792736.0,-5.04,-2019648.0,-5.67,226912.0,0.64,105743.0,0.3,1686993.0,4.74
2197,300939,秋田微,29.02,-1.39,-1792968.0,-5.66,0.0,0.0,-1792968.0,-5.66,480100.0,1.52,1312868.0,4.14
2198,688152,麒麟信安,58.3,-2.77,-1794818.0,-2.97,-3328138.0,-5.5,1533320.0,2.53,2661943.0,4.4,-867125.0,-1.43
2199,002109,兴化股份,3.36,-0.3,-1798765.0,-10.93,0.0,0.0,-1798765.0,-10.93,-649112.0,-3.94,2447877.0,14.87
2200,600486,扬农化工,52.08,-0.89,-1799364.0,-1.13,-2193013.0,-1.38,393649.0,0.25,6994106.0,4.4,-5194741.0,-3.27
2201,300511,雪榕生物,5.33,-1.48,-1800124.0,-0.84,7103766.0,3.3,-8903890.0,-4.13,-23900446.0,-11.09,25700570.0,11.93
2202,688376,美埃科技,35.92,-3.62,-1815910.0,-5.95,-394268.0,-1.29,-1421642.0,-4.66,-2166101.0,-7.1,3982012.0,13.06
2203,603273,天元智能,17.5,-0.96,-1833794.0,-4.28,-108186.0,-0.25,-1725608.0,-4.02,-108973.0,-0.25,1942767.0,4.53
2204,603722,阿科力,39.74,-0.63,-1835803.0,-4.55,3203851.0,7.94,-5039654.0,-12.48,3367402.0,8.34,-1531599.0,-3.79
2205,605183,确成股份,15.76,-0.51,-1840216.0,-5.24,-194599.0,-0.55,-1645617.0,-4.69,763562.0,2.18,1076654.0,3.07
2206,603529,爱玛科技,41.43,-1.5,-1840793.0,-0.95,2153754.0,1.11,-3994547.0,-2.07,19560255.0,10.11,-17719461.0,-9.16
2207,000755,山西高速,5.16,0.58,-1842191.0,-4.24,0.0,0.0,-1842191.0,-4.24,805995.0,1.85,1036196.0,2.38
2208,002888,惠威科技,18.03,-0.66,-1846578.0,-4.76,0.0,0.0,-1846578.0,-4.76,-571312.0,-1.47,2417890.0,6.23
2209,603089,正裕工业,11.32,0.53,-1848944.0,-3.43,-85530.0,-0.16,-1763414.0,-3.27,-922360.0,-1.71,2771304.0,5.14
2210,603025,大豪科技,13.33,-0.89,-1862333.0,-4.81,-76095.0,-0.2,-1786238.0,-4.62,-132392.0,-0.34,1994726.0,5.16
2211,688620,安凯微,12.03,-3.68,-1862851.0,-2.13,-1756404.0,-2.01,-106447.0,-0.12,4191863.0,4.79,-2329013.0,-2.66
2212,688078,龙软科技,31.84,-1.88,-1864764.0,-6.45,-1206938.0,-4.17,-657826.0,-2.28,3322578.0,11.49,-1457815.0,-5.04
2213,300816,艾可蓝,29.82,-1.94,-1866137.0,-3.31,0.0,0.0,-1866137.0,-3.31,-1228008.0,-2.18,3094145.0,5.49
2214,300445,康斯特,17.49,-2.51,-1866671.0,-2.87,-2333308.0,-3.58,466637.0,0.72,1774594.0,2.72,92078.0,0.14
2215,300588,熙菱信息,12.09,-1.95,-1867572.0,-5.56,0.0,0.0,-1867572.0,-5.56,-513574.0,-1.53,2381146.0,7.08
2216,603222,济民健康,6.0,-1.15,-1870653.0,-8.49,-1007139.0,-4.57,-863514.0,-3.92,1062473.0,4.82,808179.0,3.67
2217,301200,大族数控,38.14,-1.27,-1883839.0,-7.65,0.0,0.0,-1883839.0,-7.65,-711134.0,-2.89,2594973.0,10.53
2218,603708,家家悦,10.76,-1.47,-1893672.0,-3.71,-815982.0,-1.6,-1077690.0,-2.11,-2795001.0,-5.48,4688673.0,9.19
2219,300201,海伦哲,5.22,0.0,-1901580.0,-1.04,-4895584.0,-2.69,2994004.0,1.64,8782177.0,4.82,-6880599.0,-3.77
2220,605100,华丰股份,22.45,-0.71,-1908461.0,-0.86,-4102019.0,-1.86,2193558.0,0.99,6110335.0,2.77,-4201873.0,-1.9
2221,603317,天味食品,11.52,0.7,-1912125.0,-1.38,-443189.0,-0.32,-1468936.0,-1.06,2651002.0,1.92,-738876.0,-0.53
2222,002069,獐子岛,3.79,-0.52,-1913462.0,-10.06,0.0,0.0,-1913462.0,-10.06,-1515552.0,-7.97,3429014.0,18.03
2223,688789,宏华数科,67.46,3.29,-1916806.0,-1.19,-6179712.0,-3.84,4262906.0,2.65,9466593.0,5.89,-7549787.0,-4.7
2224,301362,民爆光电,39.01,1.06,-1919078.0,-6.32,-812656.0,-2.68,-1106422.0,-3.64,523182.0,1.72,1395896.0,4.6
2225,300412,迦南科技,5.04,-1.75,-1920055.0,-3.59,0.0,0.0,-1920055.0,-3.59,2538204.0,4.75,-618149.0,-1.16
2226,600551,时代出版,7.85,-0.63,-1924514.0,-6.43,-1114331.0,-3.73,-810183.0,-2.71,4459809.0,14.91,-2535294.0,-8.48
2227,603527,众源新材,9.82,-0.81,-1924798.0,-3.69,642030.0,1.23,-2566828.0,-4.93,480188.0,0.92,1444610.0,2.77
2228,603808,歌力思,7.17,-0.14,-1925131.0,-6.45,-2483496.0,-8.32,558365.0,1.87,401831.0,1.35,1523300.0,5.1
2229,603880,南卫股份,5.38,0.19,-1933861.0,-6.91,-449415.0,-1.6,-1484446.0,-5.3,-789783.0,-2.82,2723644.0,9.73
2230,301059,金三江,10.77,-0.28,-1935101.0,-6.99,-1959525.0,-7.08,24424.0,0.09,1734978.0,6.27,200123.0,0.72
2231,000605,渤海股份,7.56,0.4,-1936238.0,-3.8,2029014.0,3.98,-3965252.0,-7.79,-414216.0,-0.81,2350454.0,4.62
2232,002660,茂硕电源,9.2,-1.81,-1938530.0,-4.32,0.0,0.0,-1938530.0,-4.32,-1696751.0,-3.78,3635281.0,8.1
2233,600712,南宁百货,5.52,-4.0,-1938712.0,-1.53,-2559891.0,-2.02,621179.0,0.49,2887604.0,2.28,-948891.0,-0.75
2234,002382,蓝帆医疗,5.17,1.37,-1939337.0,-2.15,3881993.0,4.3,-5821330.0,-6.45,2302490.0,2.55,-363153.0,-0.4
2235,605289,罗曼股份,25.37,-0.16,-1948436.0,-4.83,-740236.0,-1.84,-1208200.0,-3.0,-184150.0,-0.46,2132586.0,5.29
2236,300835,龙磁科技,35.57,-2.47,-1948716.0,-2.6,0.0,0.0,-1948716.0,-2.6,5596742.0,7.48,-3648025.0,-4.87
2237,601366,利群股份,4.63,-1.49,-1948723.0,-9.61,71313.0,0.35,-2020036.0,-9.97,1839250.0,9.07,109473.0,0.54
2238,601952,苏垦农发,9.86,0.1,-1954372.0,-1.52,-3679574.0,-2.86,1725202.0,1.34,-109799.0,-0.09,2064171.0,1.61
2239,603218,日月股份,12.37,0.0,-1955633.0,-2.25,-1846099.0,-2.12,-109534.0,-0.13,-6113951.0,-7.04,8069584.0,9.29
2240,301335,天元宠物,25.08,-1.34,-1956708.0,-1.34,-4767165.0,-3.26,2810457.0,1.92,2233373.0,1.53,-276665.0,-0.19
2241,300823,建科智能,13.96,-2.1,-1956845.0,-5.16,0.0,0.0,-1956845.0,-5.16,-451880.0,-1.19,2408725.0,6.35
2242,301115,联检科技,14.22,0.07,-1962974.0,-6.87,1554668.0,5.44,-3517642.0,-12.32,-1776804.0,-6.22,3739778.0,13.09
2243,600386,北巴传媒,4.32,-2.04,-1964507.0,-3.97,-37578.0,-0.08,-1926929.0,-3.89,2065491.0,4.17,-100984.0,-0.2
2244,688523,航天环宇,20.85,-0.38,-1966352.0,-1.7,1059477.0,0.92,-3025829.0,-2.62,525840.0,0.45,1440511.0,1.25
2245,000910,大亚圣象,7.69,0.92,-1974238.0,-4.96,1723097.0,4.33,-3697335.0,-9.29,2852532.0,7.17,-878294.0,-2.21
2246,300780,德恩精工,15.24,-1.68,-1975514.0,-1.66,0.0,0.0,-1975514.0,-1.66,1694066.0,1.42,281448.0,0.24
2247,300864,南大环境,19.4,-1.82,-1979759.0,-6.25,-778813.0,-2.46,-1200946.0,-3.79,4011466.0,12.67,-2031707.0,-6.42
2248,001373,翔腾新材,29.35,-0.84,-1980784.0,-10.08,-105548.0,-0.54,-1875236.0,-9.55,-317509.0,-1.62,2298293.0,11.7
2249,300789,唐源电气,26.45,-0.64,-1984366.0,-2.72,1406686.0,1.93,-3391052.0,-4.64,-2728665.0,-3.73,4713031.0,6.45
2250,301047,义翘神州,60.48,-1.39,-1985380.0,-4.68,-1939847.0,-4.57,-45533.0,-0.11,-877814.0,-2.07,2863195.0,6.74
2251,300594,朗进科技,16.91,-1.69,-1985970.0,-8.52,0.0,0.0,-1985970.0,-8.52,2251954.0,9.66,-265984.0,-1.14
2252,002079,苏州固锝,9.42,-1.46,-1986578.0,-2.33,2565903.0,3.01,-4552481.0,-5.34,-4226035.0,-4.96,6212613.0,7.29
2253,002884,凌霄泵业,16.42,-0.36,-1986790.0,-3.14,-442290.0,-0.7,-1544500.0,-2.44,421464.0,0.67,1565326.0,2.47
2254,301182,凯旺科技,34.06,-1.9,-1990714.0,-2.13,61551.0,0.07,-2052265.0,-2.19,-38733.0,-0.04,2029447.0,2.17
2255,600982,宁波能源,4.93,3.35,-1991708.0,-0.61,9498348.0,2.9,-11490056.0,-3.5,11471992.0,3.5,-9480284.0,-2.89
2256,688373,盟科药业-U,6.36,-0.31,-1997685.0,-2.4,488296.0,0.59,-2485981.0,-2.99,5957263.0,7.16,-3959580.0,-4.76
2257,002240,盛新锂能,11.55,-0.6,-1998633.0,-3.38,1154906.0,1.95,-3153539.0,-5.33,-1738486.0,-2.94,3737120.0,6.31
2258,600829,人民同泰,7.3,-0.95,-2001286.0,-6.53,-353817.0,-1.15,-1647469.0,-5.38,-676673.0,-2.21,2677959.0,8.74
2259,002543,万和电气,11.44,0.53,-2001855.0,-4.62,1145000.0,2.64,-3146855.0,-7.26,-4577664.0,-10.57,6579519.0,15.19
2260,300683,海特生物,22.86,-0.91,-2004727.0,-8.81,-20625.0,-0.09,-1984102.0,-8.72,1191809.0,5.24,812918.0,3.57
2261,603113,金能科技,6.36,1.92,-2005250.0,-1.3,-7518177.0,-4.87,5512927.0,3.57,2830729.0,1.83,-825478.0,-0.53
2262,601579,会稽山,15.05,2.52,-2008634.0,-0.51,-2708041.0,-0.69,699407.0,0.18,-16804780.0,-4.26,18813414.0,4.77
2263,688435,英方软件,30.82,-4.14,-2009686.0,-4.71,-1325035.0,-3.1,-684651.0,-1.6,5031124.0,11.78,-3021437.0,-7.08
2264,002763,汇洁股份,6.96,0.14,-2009733.0,-7.44,0.0,0.0,-2009733.0,-7.44,-839866.0,-3.11,2849599.0,10.55
2265,301185,鸥玛软件,18.27,-1.35,-2015100.0,-4.36,-1101000.0,-2.38,-914100.0,-1.98,-2571550.0,-5.56,4586650.0,9.93
2266,603738,泰晶科技,14.04,-1.47,-2022479.0,-2.55,-1309157.0,-1.65,-713322.0,-0.9,1984890.0,2.5,37590.0,0.05
2267,688067,爱威科技,19.65,-1.55,-2022733.0,-9.87,0.0,0.0,-2022733.0,-9.87,-1265120.0,-6.17,3287852.0,16.04
2268,688101,三达膜,13.09,-0.76,-2028201.0,-12.0,-1232934.0,-7.3,-795267.0,-4.71,1273759.0,7.54,754443.0,4.46
2269,603726,朗迪集团,15.46,-0.58,-2028266.0,-6.68,-534159.0,-1.76,-1494107.0,-4.92,-2403305.0,-7.92,4431571.0,14.6
2270,301361,众智科技,31.25,-2.62,-2028946.0,-3.7,0.0,0.0,-2028946.0,-3.7,-2312836.0,-4.22,4341782.0,7.92
2271,002245,蔚蓝锂芯,13.11,-0.98,-2035284.0,-0.54,-7511226.0,-2.01,5475942.0,1.46,1815540.0,0.49,219744.0,0.06
2272,688032,禾迈股份,101.28,-2.41,-2036271.0,-3.09,-2124756.0,-3.22,88485.0,0.13,2439615.0,3.7,-403345.0,-0.61
2273,300405,科隆股份,5.08,-1.17,-2036395.0,-6.23,-190976.0,-0.58,-1845419.0,-5.65,-754307.0,-2.31,2790702.0,8.54
2274,300294,博雅生物,26.89,-0.44,-2037976.0,-2.28,-2931589.0,-3.29,893613.0,1.0,-920349.0,-1.03,2958325.0,3.32
2275,603773,沃格光电,22.8,-2.77,-2042204.0,-2.07,-4774610.0,-4.85,2732406.0,2.77,10530491.0,10.69,-8488286.0,-8.62
2276,300993,玉马科技,10.5,-0.19,-2042959.0,-4.64,-1404832.0,-3.19,-638127.0,-1.45,2326047.0,5.29,-283087.0,-0.64
2277,601033,永兴股份,14.99,0.4,-2044345.0,-4.82,-316026.0,-0.74,-1728319.0,-4.07,-634659.0,-1.5,2679004.0,6.31
2278,301180,万祥科技,13.45,-1.54,-2051745.0,-5.48,-1152631.0,-3.08,-899114.0,-2.4,441193.0,1.18,1610552.0,4.3
2279,601005,重庆钢铁,1.3,0.0,-2056859.0,-1.29,-2819018.0,-1.76,762159.0,0.48,5027827.0,3.14,-2970967.0,-1.86
2280,002393,力生制药,16.9,0.66,-2059525.0,-5.46,0.0,0.0,-2059525.0,-5.46,-1266941.0,-3.36,3326466.0,8.82
2281,603639,海利尔,13.23,0.84,-2062232.0,-8.09,-1127075.0,-4.42,-935157.0,-3.67,-2343019.0,-9.19,4405251.0,17.27
2282,301370,国科恒泰,10.03,-2.15,-2064596.0,-6.15,0.0,0.0,-2064596.0,-6.15,533319.0,1.59,1531277.0,4.56
2283,301197,工大科雅,15.98,-1.05,-2068264.0,-6.86,0.0,0.0,-2068264.0,-6.86,-944764.0,-3.13,3013028.0,10.0
2284,603060,国检集团,6.36,-0.31,-2068648.0,-6.72,-240312.0,-0.78,-1828336.0,-5.94,-1317356.0,-4.28,3386004.0,11.0
2285,300825,阿尔特,10.19,-2.95,-2073831.0,-2.22,-851879.0,-0.91,-1221952.0,-1.31,1190822.0,1.27,883009.0,0.95
2286,600199,金种子酒,10.13,-1.36,-2076044.0,-3.48,1153002.0,1.93,-3229046.0,-5.41,-2948637.0,-4.94,5024682.0,8.42
