序号,代码,名称,最新价,今日涨跌幅,今日主力净流入-净额,今日主力净流入-净占比,今日超大单净流入-净额,今日超大单净流入-净占比,今日大单净流入-净额,今日大单净流入-净占比,今日中单净流入-净额,今日中单净流入-净占比,今日小单净流入-净额,今日小单净流入-净占比
19,000767,晋控电力,3.1,9.93,140832100.0,32.56,158633605.0,36.67,-17801505.0,-4.12,-63929693.0,-14.78,-76902407.0,-17.78
20,603038,华立股份,15.8,6.11,135259510.0,17.79,151555977.0,19.93,-16296467.0,-2.14,-68993858.0,-9.07,-66265652.0,-8.72
21,002031,巨轮智能,9.41,2.73,132367120.0,3.73,202724960.0,5.72,-70357840.0,-1.98,-96241536.0,-2.71,-36125584.0,-1.02
22,603344,星德胜,27.23,6.41,131908530.0,21.98,145670405.0,24.28,-13761875.0,-2.29,-53234977.0,-8.87,-78673553.0,-13.11
23,300760,迈瑞医疗,224.0,-0.82,117444226.0,10.65,97384722.0,8.83,20059504.0,1.82,-185035104.0,-16.78,67590869.0,6.13
24,600900,长江电力,29.55,0.82,117432848.0,5.42,-4042592.0,-0.19,121475440.0,5.61,-71910352.0,-3.32,-45522496.0,-2.1
25,301066,万事利,18.7,20.03,113316437.0,22.42,103014891.0,20.38,10301546.0,2.04,-48430008.0,-9.58,-64886429.0,-12.84
26,600919,江苏银行,10.6,1.83,110007216.0,9.43,112150608.0,9.61,-2143392.0,-0.18,-84740032.0,-7.26,-25267204.0,-2.17
27,688568,中科星图,57.53,1.29,106686880.0,18.37,50750221.0,8.74,55936659.0,9.63,-36334152.0,-6.26,-70352728.0,-12.11
28,603799,华友钴业,34.88,1.66,104655684.0,9.52,50183588.0,4.57,54472096.0,4.96,-513744.0,-0.05,-104141938.0,-9.47
29,603883,老百姓,19.89,3.81,104643798.0,10.28,58580849.0,5.75,46062949.0,4.52,-26982896.0,-2.65,-77660907.0,-7.63
30,002842,翔鹭钨业,8.02,10.01,103602949.0,26.36,113604667.0,28.91,-10001718.0,-2.54,-55639707.0,-14.16,-47963242.0,-12.2
31,000576,甘化科工,8.67,10.03,101651244.0,15.53,89915506.0,13.73,11735738.0,1.79,-60503144.0,-9.24,-41148101.0,-6.28
32,002809,红墙股份,13.77,9.98,100171224.0,14.58,85997911.0,12.52,14173313.0,2.06,-56875717.0,-8.28,-43295506.0,-6.3
33,300747,锐科激光,20.93,9.64,95476927.0,8.82,109343471.0,10.1,-13866544.0,-1.28,-29972032.0,-2.77,-65504874.0,-6.05
34,002689,远大智能,4.04,10.08,94777119.0,54.63,71880909.0,41.43,22896210.0,13.2,-47067425.0,-27.13,-47709693.0,-27.5
35,000921,海信家电,29.0,4.5,93613498.0,23.45,52396155.0,13.13,41217343.0,10.33,-62233064.0,-15.59,-31380434.0,-7.86
36,300339,润和软件,57.54,3.17,93516544.0,1.42,50555168.0,0.77,42961376.0,0.65,-52558816.0,-0.8,-40957728.0,-0.62
37,300607,拓斯达,30.98,5.91,93502631.0,6.02,88597031.0,5.7,4905600.0,0.32,-41675808.0,-2.68,-51826832.0,-3.34
38,000657,中钨高新,10.37,3.08,90045542.0,13.55,50833360.0,7.65,39212182.0,5.9,-11494141.0,-1.73,-78551402.0,-11.82
39,000953,河化股份,6.48,10.02,88654464.0,51.04,91916995.0,52.92,-3262531.0,-1.88,-40098907.0,-23.09,-48555557.0,-27.95
40,002402,和而泰,20.74,1.12,88492662.0,7.67,4676150.0,0.41,83816512.0,7.26,-5667648.0,-0.49,-82825008.0,-7.18
41,601318,中国平安,51.75,-0.4,83805632.0,5.56,38180848.0,2.53,45624784.0,3.03,-137527408.0,-9.12,53721786.0,3.56
42,600536,中国软件,46.35,0.39,79708066.0,8.02,51289971.0,5.16,28418095.0,2.86,-64583264.0,-6.5,-15124808.0,-1.52
43,002190,成飞集成,22.28,10.02,78743290.0,35.84,120117250.0,54.68,-41373960.0,-18.83,-42844440.0,-19.5,-35898850.0,-16.34
44,603296,华勤技术,72.86,1.21,75511950.0,5.72,26945934.0,2.04,48566016.0,3.68,67755392.0,5.13,-143267328.0,-10.85
45,600549,厦门钨业,19.39,2.16,74598649.0,10.23,19279104.0,2.64,55319545.0,7.58,7214372.0,0.99,-81813020.0,-11.22
46,300322,硕贝德,15.45,5.97,74592195.0,5.38,124826931.0,9.0,-50234736.0,-3.62,-51264672.0,-3.7,-23327520.0,-1.68
47,000850,华茂股份,4.33,9.9,74309465.0,17.27,92866691.0,21.59,-18557226.0,-4.31,-54118902.0,-12.58,-20190562.0,-4.69
48,002666,德联集团,4.91,4.91,73507627.0,19.56,62473249.0,16.63,11034378.0,2.94,-7279018.0,-1.94,-66228609.0,-17.63
49,601328,交通银行,7.51,0.67,72601553.0,8.94,94018015.0,11.58,-21416462.0,-2.64,-51118946.0,-6.29,-21482607.0,-2.64
50,301517,陕西华达,54.0,4.25,70539956.0,14.54,27073927.0,5.58,43466029.0,8.96,-3999754.0,-0.82,-66540202.0,-13.71
51,601658,邮储银行,5.26,1.15,70513213.0,7.27,40291613.0,4.15,30221600.0,3.12,-70160942.0,-7.23,-352281.0,-0.04
52,002825,纳尔股份,10.96,10.04,70322569.0,17.43,90035050.0,22.32,-19712481.0,-4.89,-33850988.0,-8.39,-36471582.0,-9.04
53,002819,东方中科,31.28,1.56,70191520.0,4.62,172933280.0,11.38,-102741760.0,-6.76,-89828368.0,-5.91,19636848.0,1.29
54,002838,道恩股份,17.2,5.65,69472887.0,14.46,28714325.0,5.98,40758562.0,8.48,6111189.0,1.27,-75584076.0,-15.73
55,688722,同益中,23.5,2.8,66604388.0,11.34,29186871.0,4.97,37417517.0,6.37,-7859608.0,-1.34,-58744781.0,-10.0
56,601088,中国神华,38.84,0.75,65815004.0,7.51,3222685.0,0.37,62592319.0,7.15,-49087075.0,-5.6,-16727920.0,-1.91
57,000026,飞亚达,11.62,10.04,65293870.0,25.17,86584202.0,33.37,-21290332.0,-8.21,-39726829.0,-15.31,-25567040.0,-9.85
58,688375,国博电子,60.14,5.66,64740075.0,9.63,31932740.0,4.75,32807335.0,4.88,-14626072.0,-2.18,-50114004.0,-7.46
59,603912,佳力图,10.25,9.98,64277135.0,40.4,78723485.0,49.49,-14446350.0,-9.08,-35280940.0,-22.18,-28996194.0,-18.23
60,601985,中国核电,9.37,-0.11,63419955.0,13.09,46193430.0,9.54,17226525.0,3.56,368115.0,0.08,-63788069.0,-13.17
61,600630,龙头股份,8.94,4.93,63078972.0,12.38,66813519.0,13.11,-3734547.0,-0.73,-24942085.0,-4.89,-38136887.0,-7.48
62,002144,宏达高科,12.44,9.99,62978211.0,34.48,77982071.0,42.69,-15003860.0,-8.21,-33315496.0,-18.24,-29662715.0,-16.24
63,001319,铭科精技,28.14,3.84,62615024.0,17.55,38082054.0,10.68,24532970.0,6.88,-6659445.0,-1.87,-55955579.0,-15.69
64,002977,天箭科技,40.25,10.0,62565576.0,10.46,126489457.0,21.14,-63923881.0,-10.68,-55389488.0,-9.26,-7176087.0,-1.2
65,002027,分众传媒,7.29,-1.22,61901599.0,8.92,50385173.0,7.26,11516426.0,1.66,-104632302.0,-15.07,42730709.0,6.16
66,600678,四川金顶,8.27,4.95,61311158.0,9.95,32656489.0,5.3,28654669.0,4.65,-26251877.0,-4.26,-35059280.0,-5.69
67,603009,北特科技,45.87,-3.13,57325589.0,4.94,20877493.0,1.8,36448096.0,3.14,7130128.0,0.61,-64455711.0,-5.56
68,000062,深圳华强,28.65,3.35,57101894.0,2.19,40507238.0,1.56,16594656.0,0.64,-38193952.0,-1.47,-18907952.0,-0.73
69,002575,群兴玩具,10.44,2.76,54450734.0,13.44,5059108.0,1.25,49391626.0,12.19,-12151442.0,-3.0,-42299293.0,-10.44
70,603083,剑桥科技,38.99,2.42,54121968.0,2.78,-4720640.0,-0.24,58842608.0,3.02,33129552.0,1.7,-87251520.0,-4.48
71,300531,优博讯,16.16,1.57,52237266.0,8.5,14495105.0,2.36,37742161.0,6.14,36586472.0,5.95,-88823738.0,-14.45
72,600355,*ST精伦,2.56,3.23,52006819.0,24.36,36195276.0,16.96,15811543.0,7.41,-19214639.0,-9.0,-32792180.0,-15.36
73,002544,普天科技,23.6,0.51,51702235.0,6.82,54754101.0,7.22,-3051866.0,-0.4,-26436990.0,-3.49,-25265245.0,-3.33
74,000510,新金路,4.86,5.88,51107912.0,6.93,38851248.0,5.27,12256664.0,1.66,-8702871.0,-1.18,-42405035.0,-5.75
75,000425,徐工机械,8.91,0.22,48423258.0,8.55,45559826.0,8.05,2863432.0,0.51,-6928206.0,-1.22,-41495052.0,-7.33
76,300134,大富科技,12.05,1.43,47676628.0,13.77,26381151.0,7.62,21295477.0,6.15,3768595.0,1.09,-51445223.0,-14.85
77,601901,方正证券,7.68,0.52,47493241.0,13.34,28191552.0,7.92,19301689.0,5.42,-17494190.0,-4.91,-29999050.0,-8.43
78,002129,TCL中环,7.82,-0.51,46990467.0,13.25,46926010.0,13.23,64457.0,0.02,-18052485.0,-5.09,-28937982.0,-8.16
79,603332,苏州龙杰,10.78,10.0,46676993.0,39.05,51504115.0,43.08,-4827122.0,-4.04,-23956501.0,-20.04,-22720492.0,-19.01
80,301053,远信工业,32.66,19.99,46095098.0,19.03,50703424.0,20.93,-4608326.0,-1.9,-15287258.0,-6.31,-30807840.0,-12.72
81,688550,瑞联新材,40.1,-1.09,45646142.0,27.84,10442810.0,6.37,35203332.0,21.47,-20878337.0,-12.73,-24767805.0,-15.11
82,605133,嵘泰股份,40.0,3.57,45207258.0,6.52,18795492.0,2.71,26411766.0,3.81,-20376789.0,-2.94,-24830469.0,-3.58
83,600111,北方稀土,24.38,0.54,45026336.0,3.76,25390608.0,2.12,19635728.0,1.64,-43168320.0,-3.61,-1858016.0,-0.16
84,300123,亚光科技,6.59,1.7,44899750.0,5.46,24192225.0,2.94,20707525.0,2.52,15208336.0,1.85,-60108093.0,-7.31
85,002598,山东章鼓,11.57,9.98,44515293.0,5.99,75824046.0,10.21,-31308753.0,-4.21,476469.0,0.06,-44991762.0,-6.06
86,600060,海信视像,25.04,5.39,43884784.0,8.53,2007075.0,0.39,41877709.0,8.14,-6155733.0,-1.2,-37729052.0,-7.33
87,300263,隆华科技,7.54,5.31,43561847.0,9.62,22065396.0,4.87,21496451.0,4.75,-3606299.0,-0.8,-39955548.0,-8.83
88,300598,诚迈科技,46.38,0.61,43367537.0,6.47,-265761.0,-0.04,43633298.0,6.51,14347584.0,2.14,-57715122.0,-8.61
89,688301,奕瑞科技,129.45,3.19,42543956.0,13.1,29560348.0,9.1,12983608.0,4.0,-22321588.0,-6.87,-20222370.0,-6.23
90,603579,荣泰健康,24.6,-4.47,42326303.0,6.85,2303702.0,0.37,40022601.0,6.48,25255810.0,4.09,-67582113.0,-10.94
91,603507,振江股份,28.38,-0.77,42180883.0,4.71,42294852.0,4.72,-113969.0,-0.01,-21522464.0,-2.4,-20658427.0,-2.31
92,300957,贝泰妮,43.9,5.28,42114059.0,6.68,21806745.0,3.46,20307314.0,3.22,-4099152.0,-0.65,-38014907.0,-6.03
93,603950,长源东谷,26.4,4.06,40937627.0,17.49,24241089.0,10.36,16696538.0,7.13,-6121299.0,-2.61,-34816329.0,-14.87
94,600605,汇通能源,40.5,8.26,40817382.0,8.31,46290911.0,9.42,-5473529.0,-1.11,-30111939.0,-6.13,-10705442.0,-2.18
95,603712,七一二,19.99,-0.99,40323685.0,9.35,812160.0,0.19,39511525.0,9.16,-26437745.0,-6.13,-13885941.0,-3.22
96,002106,莱宝高科,11.38,2.99,40174174.0,4.13,23860659.0,2.45,16313515.0,1.68,-15372944.0,-1.58,-24801232.0,-2.55
97,688313,仕佳光子,29.14,0.55,39342895.0,3.71,26584764.0,2.51,12758131.0,1.2,28882528.0,2.72,-68225440.0,-6.43
98,002892,科力尔,16.34,0.8,39300741.0,6.96,8491293.0,1.5,30809448.0,5.45,-10375390.0,-1.84,-28925351.0,-5.12
99,301259,艾布鲁,38.14,8.26,38984839.0,12.22,-1635835.0,-0.51,40620674.0,12.73,18178863.0,5.7,-57163701.0,-17.92
100,600027,华电国际,5.87,1.91,38867749.0,6.41,28975619.0,4.78,9892130.0,1.63,-10272792.0,-1.69,-28594958.0,-4.72
101,000677,恒天海龙,5.13,5.12,38809921.0,4.39,24497941.0,2.77,14311980.0,1.62,-11790512.0,-1.33,-27019408.0,-3.06
102,601059,信达证券,15.07,-0.4,38755068.0,7.36,17276353.0,3.28,21478715.0,4.08,1630870.0,0.31,-40385938.0,-7.67
103,300014,亿纬锂能,43.32,-0.21,38699805.0,6.56,4355129.0,0.74,34344676.0,5.82,-7867812.0,-1.33,-30831993.0,-5.23
104,600156,华升股份,6.4,9.97,38637203.0,30.04,50239397.0,39.07,-11602194.0,-9.02,-21058499.0,-16.38,-17578704.0,-13.67
105,600509,天富能源,6.96,1.61,38546337.0,14.71,59422447.0,22.68,-20876110.0,-7.97,-19531762.0,-7.45,-19014576.0,-7.26
106,600600,青岛啤酒,74.17,-0.28,38535319.0,12.13,17315520.0,5.45,21219799.0,6.68,768285.0,0.24,-39303604.0,-12.37
107,002022,科华生物,6.36,9.84,37984468.0,12.65,36369945.0,12.11,1614523.0,0.54,-1120178.0,-0.37,-36864292.0,-12.28
108,000965,天保基建,4.12,1.48,37959507.0,4.87,16001879.0,2.05,21957628.0,2.82,1498723.0,0.19,-39458224.0,-5.06
109,600728,佳都科技,5.57,1.27,37793391.0,7.55,60159781.0,12.01,-22366390.0,-4.47,-19637312.0,-3.92,-18156080.0,-3.63
110,600021,上海电力,9.15,0.99,37309451.0,7.73,35101346.0,7.27,2208105.0,0.46,-7521049.0,-1.56,-29788402.0,-6.17
111,002875,安奈儿,14.14,3.36,36852678.0,18.9,21434406.0,10.99,15418272.0,7.91,-4994059.0,-2.56,-31858619.0,-16.34
112,300507,苏奥传感,8.99,4.41,36791069.0,3.53,40309149.0,3.86,-3518080.0,-0.34,-15779904.0,-1.51,-21011162.0,-2.01
113,000955,欣龙控股,4.7,5.62,36598931.0,20.87,15511201.0,8.85,21087730.0,12.02,-4606524.0,-2.63,-31992407.0,-18.24
114,603416,信捷电气,59.54,-0.77,36549315.0,12.04,20269167.0,6.68,16280148.0,5.36,-15964659.0,-5.26,-20584656.0,-6.78
115,301219,腾远钴业,46.22,0.43,36348837.0,12.36,14100410.0,4.8,22248427.0,7.57,11111688.0,3.78,-47460524.0,-16.14
116,603990,麦迪科技,14.62,0.07,36134041.0,8.02,2978621.0,0.66,33155420.0,7.36,138104.0,0.03,-36272144.0,-8.05
117,600863,内蒙华电,4.08,1.75,35958314.0,8.09,83847995.0,18.86,-47889681.0,-10.77,-26985222.0,-6.07,-8973093.0,-2.02
118,688256,寒武纪-U,700.0,-0.46,35518240.0,1.69,69804848.0,3.32,-34286608.0,-1.63,-34408080.0,-1.64,-1110166.0,-0.05
119,601728,中国电信,7.81,0.0,35380449.0,5.25,36663132.0,5.44,-1282683.0,-0.19,-37297523.0,-5.54,1917075.0,0.28
120,301622,英思特,71.05,2.14,35007432.0,12.57,14830247.0,5.32,20177185.0,7.24,6993282.0,2.51,-42000714.0,-15.08
121,688299,长阳科技,19.51,1.93,34208756.0,12.61,25948506.0,9.56,8260250.0,3.04,393456.0,0.15,-34602213.0,-12.75
122,300850,新强联,29.65,0.51,33953170.0,10.23,16383875.0,4.93,17569295.0,5.29,22832800.0,6.88,-56785969.0,-17.1
123,300719,安达维尔,18.16,3.42,33520907.0,6.53,21772261.0,4.24,11748646.0,2.29,-2807914.0,-0.55,-30712992.0,-5.98
124,605555,德昌股份,21.64,1.31,33506904.0,13.79,25619447.0,10.55,7887457.0,3.25,-8853759.0,-3.64,-24653145.0,-10.15
125,000831,中国稀土,32.71,-0.43,33479672.0,4.26,29524331.0,3.76,3955341.0,0.5,-9074800.0,-1.16,-24404872.0,-3.11
126,300762,上海瀚讯,22.14,1.84,33292197.0,3.23,16653221.0,1.62,16638976.0,1.61,37126528.0,3.6,-70418710.0,-6.83
127,600246,万通发展,6.23,1.14,33045304.0,14.1,20800253.0,8.87,12245051.0,5.22,-4566618.0,-1.95,-28478687.0,-12.15
128,603605,珀莱雅,96.47,1.46,33017491.0,5.05,5070239.0,0.77,27947252.0,4.27,35194781.0,5.38,-68212277.0,-10.43
129,688708,佳驰科技,55.17,-1.94,32701230.0,12.63,3076227.0,1.19,29625003.0,11.45,-10420332.0,-4.03,-22280898.0,-8.61
130,605055,迎丰股份,6.35,10.05,32429825.0,30.69,28893802.0,27.35,3536023.0,3.35,-14926014.0,-14.13,-17503811.0,-16.57
131,600406,国电南瑞,22.89,-0.13,32385342.0,7.85,-11172214.0,-2.71,43557556.0,10.56,-2275705.0,-0.55,-30109636.0,-7.3
132,600674,川投能源,17.23,0.7,32381945.0,11.31,12261957.0,4.28,20119988.0,7.03,-10971131.0,-3.83,-21410814.0,-7.48
133,688331,荣昌生物,46.4,-0.19,32196346.0,10.7,15333225.0,5.1,16863121.0,5.61,11514434.0,3.83,-43710780.0,-14.53
134,002182,宝武镁业,12.33,1.48,32027932.0,6.99,-283372.0,-0.06,32311304.0,7.05,5187515.0,1.13,-37215448.0,-8.12
135,300040,九洲集团,7.9,5.19,31869548.0,2.6,29677404.0,2.42,2192144.0,0.18,-19679744.0,-1.6,-12189824.0,-0.99
136,600222,太龙药业,5.39,4.26,31522837.0,17.55,10856398.0,6.04,20666439.0,11.5,-13222925.0,-7.36,-18299912.0,-10.19
137,688165,埃夫特-U,25.56,0.99,30898447.0,4.56,10385467.0,1.53,20512980.0,3.03,15839321.0,2.34,-46737769.0,-6.89
138,300986,志特新材,21.56,4.36,30859346.0,6.81,12797105.0,2.82,18062241.0,3.99,-30880527.0,-6.81,21182.0,0.0
139,603379,三美股份,48.23,0.56,30133447.0,8.83,32505916.0,9.53,-2372469.0,-0.7,-18431137.0,-5.4,-11702311.0,-3.43
140,002379,宏创控股,9.73,-1.82,29772816.0,11.84,5682447.0,2.26,24090369.0,9.58,-22709152.0,-9.03,-7063664.0,-2.81
141,000690,宝新能源,4.44,3.74,29699768.0,8.46,16626668.0,4.74,13073100.0,3.72,-10234919.0,-2.92,-19464850.0,-5.54
142,688772,珠海冠宇,13.4,-1.83,29666830.0,9.2,-247326.0,-0.08,29914156.0,9.27,-13567747.0,-4.21,-16099083.0,-4.99
143,300022,吉峰科技,8.32,2.09,29287322.0,10.42,17428889.0,6.2,11858433.0,4.22,10624582.0,3.78,-39911903.0,-14.2
144,000617,中油资本,7.14,1.71,29134304.0,1.82,70988160.0,4.44,-41853856.0,-2.62,-36778624.0,-2.3,7644320.0,0.48
145,603037,凯众股份,17.33,-0.35,29120656.0,15.81,21956500.0,11.92,7164156.0,3.89,-8676294.0,-4.71,-20444361.0,-11.1
146,603516,淳中科技,36.2,-2.03,29038965.0,11.15,14559058.0,5.59,14479907.0,5.56,-1453698.0,-0.56,-27585267.0,-10.59
147,600345,长江通信,24.41,4.9,28885864.0,8.11,16550930.0,4.65,12334934.0,3.47,-25798418.0,-7.25,-3087446.0,-0.87
148,603707,健友股份,10.45,-0.38,28662925.0,10.88,19317572.0,7.33,9345353.0,3.55,-2257102.0,-0.86,-26405822.0,-10.02
149,002068,黑猫股份,11.56,-2.36,28314976.0,8.95,-310672.0,-0.1,28625648.0,9.05,-27310975.0,-8.63,-1004001.0,-0.32
150,002076,*ST星光,1.74,4.82,28236863.0,23.23,4355727.0,3.58,23881136.0,19.65,-12063905.0,-9.93,-16172958.0,-13.31
151,601908,京运通,2.97,4.58,27946988.0,5.07,27980175.0,5.08,-33187.0,-0.01,-10317561.0,-1.87,-17629426.0,-3.2
152,002175,东方智造,4.57,-1.3,27829760.0,8.46,-565747.0,-0.17,28395507.0,8.63,-4592537.0,-1.4,-23237222.0,-7.06
153,300473,德尔股份,29.76,5.98,27730359.0,6.75,9650217.0,2.35,18080142.0,4.4,14901009.0,3.63,-42631367.0,-10.37
154,601877,正泰电器,22.92,0.09,27705058.0,14.11,7778299.0,3.96,19926759.0,10.15,-15841828.0,-8.07,-11863231.0,-6.04
155,601688,华泰证券,16.36,-0.49,27332885.0,4.29,-19591813.0,-3.08,46924698.0,7.37,-13600592.0,-2.14,-13732293.0,-2.16
156,600418,江淮汽车,35.73,-0.06,27330768.0,1.85,26543120.0,1.8,787648.0,0.05,-24678992.0,-1.67,-2651792.0,-0.18
157,600530,交大昂立,5.31,9.94,27312968.0,38.26,27246251.0,38.17,66717.0,0.09,-13826957.0,-19.37,-13486011.0,-18.89
158,600771,广誉远,19.61,1.24,27290239.0,11.23,1135450.0,0.47,26154789.0,10.76,-11336520.0,-4.66,-15953718.0,-6.56
159,002170,芭田股份,10.31,-0.87,26964850.0,9.28,2637751.0,0.91,24327099.0,8.37,5616273.0,1.93,-32581122.0,-11.21
160,002202,金风科技,9.16,1.33,26670746.0,6.07,24561782.0,5.59,2108964.0,0.48,-10413099.0,-2.37,-16257647.0,-3.7
161,002988,豪美新材,33.25,0.0,26530160.0,11.69,4908059.0,2.16,21622101.0,9.53,-16168342.0,-7.13,-10361816.0,-4.57
162,300960,通业科技,22.18,-5.21,26330215.0,8.12,5739566.0,1.77,20590649.0,6.35,14162487.0,4.37,-40492702.0,-12.49
163,601666,平煤股份,8.29,-0.24,26227580.0,28.5,18298354.0,19.88,7929226.0,8.62,-22310448.0,-24.24,-3917132.0,-4.26
164,688258,卓易信息,46.14,-4.31,26129990.0,5.82,-415613.0,-0.09,26545603.0,5.91,-9895695.0,-2.2,-16234293.0,-3.61
165,688259,创耀科技,42.0,-3.4,26085215.0,17.91,9268321.0,6.36,16816894.0,11.55,1568217.0,1.08,-27653432.0,-18.99
166,688359,三孚新科,51.77,3.64,25845345.0,17.63,6937687.0,4.73,18907658.0,12.9,-1903335.0,-1.3,-23942010.0,-16.33
167,300587,天铁科技,4.99,1.84,25836169.0,11.53,16103295.0,7.18,9732874.0,4.34,-19120255.0,-8.53,-6715913.0,-3.0
168,600184,光电股份,14.59,2.46,25776725.0,4.76,83228013.0,15.36,-57451288.0,-10.6,-22684057.0,-4.19,-3092667.0,-0.57
169,300345,华民股份,8.55,-1.72,25754335.0,11.7,-807349.0,-0.37,26561684.0,12.07,-8168664.0,-3.71,-17585672.0,-7.99
170,000100,TCL科技,4.27,0.23,25636951.0,3.47,2498800.0,0.34,23138151.0,3.13,-636280.0,-0.09,-25000670.0,-3.38
171,300962,中金辐照,16.69,11.42,25268930.0,9.57,10516477.0,3.98,14752453.0,5.58,-8036072.0,-3.04,-17232860.0,-6.52
172,600989,宝丰能源,15.65,0.26,24792974.0,11.2,6223443.0,2.81,18569531.0,8.39,-7655857.0,-3.46,-17137117.0,-7.74
173,301592,六九一二,142.88,0.26,24387690.0,5.72,7095088.0,1.66,17292602.0,4.06,-25863197.0,-6.07,1475507.0,0.35
174,301337,亚华电子,30.45,4.14,24349854.0,11.68,8276477.0,3.97,16073377.0,7.71,1277899.0,0.61,-25627754.0,-12.29
175,688562,航天软件,16.43,1.67,24088231.0,15.2,8089835.0,5.1,15998396.0,10.09,-1850511.0,-1.17,-22237720.0,-14.03
176,688333,铂力特,64.8,-4.59,23746966.0,7.29,13007482.0,4.0,10739484.0,3.3,-23757550.0,-7.3,10583.0,0.0
177,002291,遥望科技,6.05,-1.47,23539538.0,10.33,7567266.0,3.32,15972272.0,7.01,-4759497.0,-2.09,-18780041.0,-8.24
178,002669,康达新材,10.5,2.14,23505194.0,7.58,-966642.0,-0.31,24471836.0,7.89,12593353.0,4.06,-36098547.0,-11.64
179,688737,中自科技,23.85,9.1,23409598.0,9.74,6770989.0,2.82,16638609.0,6.92,-7857802.0,-3.27,-15551796.0,-6.47
180,603123,翠微股份,8.8,1.15,23367020.0,7.58,13390920.0,4.34,9976100.0,3.23,6651665.0,2.16,-30018685.0,-9.73
181,600363,联创光电,57.93,-1.48,23305486.0,2.55,13221440.0,1.45,10084046.0,1.11,8931344.0,0.98,-32236836.0,-3.53
182,300875,捷强装备,30.23,5.77,23134929.0,5.85,3288622.0,0.83,19846307.0,5.02,21621844.0,5.47,-44756772.0,-11.32
183,688536,思瑞浦,149.27,-0.96,23097070.0,5.56,1214490.0,0.29,21882580.0,5.26,17271623.0,4.16,-40368694.0,-9.71
184,600642,申能股份,9.15,3.16,22930628.0,6.32,3211563.0,0.88,19719065.0,5.43,-17340913.0,-4.78,-5589716.0,-1.54
185,601872,招商轮船,6.01,-0.33,22894132.0,9.34,3865131.0,1.58,19029001.0,7.77,-3971390.0,-1.62,-18922742.0,-7.72
186,000758,中色股份,4.82,0.84,22882973.0,16.94,23170780.0,17.15,-287807.0,-0.21,-13540571.0,-10.02,-9342402.0,-6.92
187,301141,中科磁业,39.33,1.16,22858684.0,9.87,14154618.0,6.11,8704066.0,3.76,6082647.0,2.63,-28941332.0,-12.5
